video_id,subject,scene,quality,relevance,verified,video_length,action_id,action_index,action,action_name,object_id,object_name,verb_id,verb_name,start_seconds,end_seconds,duration_seconds,clip_start_seconds,clip_end_seconds,clip_duration_seconds,objects,descriptions
9RZ97,T7C3,Home Office / Study (A room in a house used for work),7,7,Yes,35.42,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,35.42,35.42,book;chair;computer;cup;desk;drink;monitor;pad;paper;pen;table,"A person sitting in a chair at a desk in front of a computer.The person turns opens a book and writes something down the person leans forward and picks up a drink.;Person looking at monitor, turns, looks at book, write on pad with pen, picks up cup, drinks from it, puts it back on floor and continues writing."
E89O3,T7C3,Stairs,7,7,Yes,30.42,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,1.5,12.4,10.9,0.0,14.4,14.4,clothes;door;shirt;stairs;towel,A person is walking up the stairs in a towel and starts to get dressed. At the top of the stairs they button up the shirt and open a door to enter a room.;Person walk up the stair putting on clothing with a towel wrapped around the waist
RZLAZ,UTMU,Stairs,7,7,Yes,21.79,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,0.0,8.3,8.3,0.0,10.3,10.3,bag;camera,A person is running up the stairs holding something they put it down at the top of the stair.;A person runs up the stairs before placing a camera on the top.
0GR11,XXN8,Kitchen,7,7,Yes,30.92,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,25.6,25.6,0.0,27.6,27.6,food;game;laptop;sandwich,Person is working on a laptop computer. They close the laptop then eat a sandwich.
63WHZ,KASL,Bedroom,7,7,Yes,41.96,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,23.0,23.0,0.0,25.0,25.0,chair;clothes;desk;laptop;shelf;table;towel,"Person sitting in front of a computer folding a towel, and then getting up to measure a shelf."
RRHEV,P3TI,Kitchen,7,7,Yes,32.46,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,27.6,27.6,0.0,29.6,29.6,food;stove,A person is cooking on the stove. A person then runs out the kitchen
7B1CR,T7C3,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,27.79,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,29.0,29.0,0.0,27.79,27.79,cup;glass;phone,A person holding a glass and a phone sneezes twice on the phone.
8DL54,Z68L,Kitchen,7,7,Yes,28.46,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,0.0,9.7,9.7,0.0,11.7,11.7,cup;dish;glass;refrigerator;sink,"Person walks into the room with a glass of water, pours it down the sink, and then puts it in the refrigerator."
RZNSM,0KZ7,Bathroom,7,7,Yes,25.12,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,10.7,19.0,8.3,8.7,21.0,12.3,broom;cup;floor;glass;water;window,"A person is looking out a window and drinking some water from a glass, they then pick up a broom and begin sweeping the floor."
706BT,T7C3,Hallway,7,7,Yes,31.92,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,25.0,25.0,0.0,27.0,27.0,doorway;food;sandwich,A person stands in a doorway eating a sandwich while talking and shakes his head.
FTWBB,XARO,Living room,7,7,Yes,30.33,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,31.0,31.0,0.0,30.33,30.33,book;chair;mirror;sofa/couch,"Person #1 is sitting in a chair, reading a book and laughing. Meanwhile Person #2 is looking at their reflection in the mirror.;Person sitting on a chair laughing and reading a book while another man looks at himself in the mirror."
8JR94,YA10,Laundry room,7,7,Yes,32.38,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,1.1,33.0,31.9,0.0,32.38,32.38,condiment;floor;food;pillow;sandwich,A person sits down on a pillow and puts some condiment on a sandwich. They then eat the sandwich.
6VMGZ,5LWB,Bedroom,7,7,Yes,28.08,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,29.0,29.0,0.0,28.08,28.08,bed;clothes;remote;television,One person is sitting on a bed folding a shirt while another person is standing while changing the channels on a television with a remote control.
UIPXF,6RE8,Bedroom,7,7,Yes,31.33,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,0.0,17.1,17.1,0.0,19.1,19.1,coffee;cup;dish;door;glass;table,"A person is standing in a dining room, drinking from a mug. The person picks up some dishes from the table and walks out, closing the door.;A person is drinking a glass of coffee. A person then takes some dishes, and opens and closes a door."
PB0JI,4OHY,Dining room,7,7,Yes,31.0,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,0.0,24.6,24.6,0.0,26.6,26.6,chair;laptop;phone;table,"A person is walking around a room carrying a laptop and talking on a phone.  The person then puts the laptop on a table, his arm on a chair, and sneezes.;A person is chatting on the phone while carrying a laptop around before sneezing."
79YH2,R1OT,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,30.96,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,32.0,32.0,0.0,30.96,30.96,door;mirror;phone;window,A person is looking into a mirror while holding their phone. They then open the door and leave.
5FSDB,0KZ7,Bathroom,7,7,Yes,28.0,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,29.0,29.0,0.0,28.0,28.0,cup;glass;hands;phone,A person washes out a glass repeatedly in the sink while a child plays on a phone.
GLS7U,3531,Dining room,7,7,Yes,31.17,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,25.6,25.6,0.0,27.6,27.6,bag;chair;desk;food;laptop;medicine;table,A person is sitting on a chair eating then they begin to take a medicine bottle out of a bag.
LKQQO,UTMU,Living room,7,7,Yes,31.79,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,6.6,15.8,9.2,4.6,17.8,13.2,bag;book;coffee;food;shelf;table,A person in the living room stands up and moves something. They return and begin to read a book while snacking on a piece of food.
ZWDVG,BYF9,Bedroom,7,7,Yes,20.29,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,6.9,21.0,14.1,4.9,20.29,15.39,bag;bed;bef;chair;floor;table;vacuum,The person is picking up a bag off the floor the person is vacuuming the floor with another person sitting on the bed.......;A person picks up an item off the floor and throws it on the bed. Then proceeds to clean the floor. The person on the bed was laying and then sat up and sneezed.
CPF9H,YA10,Home Office / Study (A room in a house used for work),7,7,Yes,34.67,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,34.67,34.67,book;chair;desk,"The person is sitting in a chair with his legs crossed and is reading a book and smiling and laughing.;This person is sitting on a chair at their desk, reading a book and laughing as they flips the page."
N1RJW,18IT,Hallway,7,7,Yes,66.33,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,56.1,67.0,10.9,54.1,66.33,12.23,blanket;clothes;door;floor;pillow,A person is carrying some clothing into a room. They throw what they are carrying down. The person then closes the door to the room.  Then the person carefully steps around the stuff then goes back to the door and opens it again and leaves.
H28KM,Z68L,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,32.25,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,22.2,30.4,8.2,20.2,32.25,12.05,book;hair;mirror;shelf,"A person holding a book picks up a mirror and looks at themself in it.  They then run in place while still holding the book.;A person walks to a shelf while holding a book, and looks at themselves in the mirror. After putting the mirror back on the  shelf, the person begins to run in place."
6YH19,PKND,Bedroom,7,7,Yes,33.71,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,10.0,35.0,25.0,8.0,33.71,25.71,bottle;chair;desk;floor;glass;laptop;table,"A person is sleeping at a desk. The person wakes up and stands up, grabs a bottle of water, and checks their laptop. The person drinks from the bottle of water, and goes back to working on the laptop.;a person sitting on the floor and grabbing a laptop that is on a bed."
R88ZA,DXDI,Laundry room,7,7,Yes,22.38,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,23.0,23.0,0.0,22.38,22.38,floor;laptop;mirror;television,"A person is sitting on the floor of the laundry room, watching TV, and playing with a mirror."
3ZC4Y,T7C3,Kitchen,7,7,Yes,26.21,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,27.0,27.0,0.0,26.21,26.21,dish;food;refrigerator;stove,A person is stirring a pot on the stove.  That same person opens the refrigerator door and throws something out.
9C4JX,9PLL,Stairs,7,7,Yes,34.5,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,7.5,35.7,28.2,5.5,34.5,29.0,bag;cup;glass;groceries;hand;picture;water,"A person is standing on the stairs while holding a bag full of items, they set the bag down onto the stairs. They pick up a cup and take a drink, wipe their mouth with their hand and look at some pictures that are on the stairs."
TU3IG,H8N1,Kitchen,7,7,Yes,19.08,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,8.7,18.1,9.4,6.7,19.08,12.38,box;cup;drink;food;glass;medicine;table,"A person walks into the kitchen and sets a drink on a table. The person then opens a box and puts medicine in their mouth, and then picks up the drink and walks out of the room;a person eats food out of a box then takes a drink"
2C253,HR43,Bedroom,7,7,Yes,26.12,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,14.6,22.7,8.1,12.6,24.7,12.1,bed;blanket;cup;floor;glass;phone,The person is sitting on the bed texting while doing so has a drink and to get more comfortable throws a blanket on the floor.;A person plays on their phone in a bed. They drink something from a glass and put a blanket down
A8SG6,0KZ7,Stairs,7,7,Yes,22.62,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,24.0,24.0,0.0,22.62,22.62,book;food;paper;sandwich;stairs,A PERSON IS WALKING UP THE STAIRS WHILE READING A BOOK AND EATING SOMETHING.;A person walking up a stair way .The person is holding a book and eating a sandwich while walking up the stairs .
IK4Q8,KQI6,Living room,7,7,Yes,30.83,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,1.9,32.0,30.1,0.0,30.83,30.83,box;broom;sofa;table,The person walks to the couch and sits down. They place a box on the table then begin to play with it. A second person with a broom walks through the room.
6U8AV,0KZ7,Laundry room,7,7,Yes,30.21,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,31.0,31.0,0.0,30.21,30.21,clothes;floor;light;towel,"Two people are sitting on the floor and holding a towel above their heads, laughing."
CG9ZL,JVLO,Living room,7,7,Yes,32.17,c132,132,watching_television,Watching television,o034,television,v031,watch,4.9,33.0,28.1,2.9,32.17,29.27,chair;doorway;television,A person walks through a doorway then sits in a chair and watches TV with a second person.
FXIVQ,YA10,Dining room,7,7,Yes,23.25,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,5.4,21.6,16.2,3.4,23.25,19.85,cabinet;cup;dish;food;glass;sandwich;table,A person walks and grabs a class to drink out of. Then goes to set down a plate and glass.
CR1OK,QOQ4,Home Office / Study (A room in a house used for work),7,7,Yes,20.38,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,1.6,21.0,19.4,0.0,20.38,20.38,chair;clothes;desk;door;papers;phone;table,A person enters a room with a phone in hand and sits in a chair at a desk.;Person talking on a cell phone walks through a door and sits in a chair
A30ZM,C7O9,Laundry room,7,7,Yes,30.62,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,32.0,32.0,0.0,30.62,30.62,bag;phone,"One person is looking through a bag, while another person is laughing at the phone."
5F1AW,X5XO,Closet / Walk-in closet / Spear closet,7,7,Yes,30.92,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,4.5,32.0,27.5,2.5,30.92,28.42,book;phone;shelf,The person puts a book on the shelf then stands in the doorway looking at their phone.
CEQM1,HR43,Kitchen,7,7,Yes,26.83,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,25.0,25.0,0.0,26.83,26.83,bag;broom;chips;counter;floor;food;shoe,The person is standing in the kitchen eating chips then kicks off the shoes and then puts the chips down on the counter and then grabs a broom.;A  person is slinging their shoes off and then eating chips in a kitchen before picking up a broom and walking.
MILRI,ID9V,Closet / Walk-in closet / Spear closet,7,7,Yes,28.58,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,11.0,20.0,9.0,9.0,22.0,13.0,cabinet;closet;towel;wardrobe,A person is opening a closet and dancing then throws a towel on the shelf.
334W9,BYF9,Bedroom,7,7,Yes,20.71,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,9.0,22.0,13.0,7.0,20.71,13.71,cup;glass;vacuum,A person is kneeling down working on a vacuum cleaner. Then they stand up and pick up a glass from a desk and drink from it.
539EH,DXDI,Basement (A room below the ground floor),7,7,Yes,33.58,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,35.0,35.0,0.0,33.58,33.58,box;camera;chair;shoe,"A person sits in a chair and open a box while talking a picture of shoes.;A person puts a box on a chair, opens it and takes out shoes to look at. The person then picks up something and looks closer at the shoes with it."
1YSGI,C7O9,Laundry room,7,7,Yes,27.62,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,0.0,9.5,9.5,0.0,11.5,11.5,blanket;box;clothes;doorway;machine,"A person leaves a doorway, takes a blanket from a  box that the person is holding and puts them in a washing machine. the person then puts the box on a dryer."
YBW3D,0KZ7,Stairs,7,7,Yes,32.71,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,23.4,31.4,8.0,21.4,32.71,11.31,bag;broom;floor;groceries,"A person is lying at the foot of the stairs. Another person runs past and up the stairs, holding onto a bag of groceries. The first person gets up from the floor and starts sweeping with a broom.;a person is lying at the bottom of a staircase while a child runs past them. They awaken to start sweeping the floor"
61WIS,4I61,Recreation room / Man cave,7,7,Yes,26.88,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,23.9,23.9,0.0,25.9,25.9,floor;laptop;pillow;sofa,"A person enters the room carrying a laptop. They sit down on the sofa and use the laptop for a few seconds before picking up a pillow and setting it on the floor. They type a few more seconds and leave the living room with their laptop.;A person with a laptop sits on a sofa and begins using it. They take a pillow and put it on the floor, then stand up and walk away."
WGFU7,HR43,Kitchen,7,7,Yes,22.29,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,23.0,23.0,0.0,22.29,22.29,cup;dish;floor;laptop;pot;sink;vacuum,A person is working on their laptop in the kitchen. They turn to do something with the sink then they pick up a vacuum.;The person is cooking something on a stove while looking at a laptop. They pick up a vacuum and put it back down
OCSJP,F45S,Kitchen,7,7,Yes,44.96,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,10.6,37.1,26.5,8.6,39.1,30.5,food;light;pan;stove,"Person standing at the stove cooking, reaches above the hood to turn off the light, walks out of the room, and then comes back."
4PCSC,0KZ7,Hallway,7,7,Yes,26.92,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,28.0,28.0,0.0,26.92,26.92,blanket;clothes;cup;doorway;floor;glass;hallway;towel,"A person is standing and pouring a glass of water from a jar, while holding clothes. Another person is lying on the floor in the hallway, covered by a blanket, and wakes up as person 1 throws clothes on them.;A person is standing in a doorway and is pouring water into a glass, they then drink it and throw some clothes at someone who is awakening on the floor."
7BX06,YA10,Living room,7,7,Yes,26.79,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,10.2,19.3,9.1,8.2,21.3,13.1,blanket;cup;face;glass;sofa;table,A person lying on couch covered in a blanket a sleep.The person wakes up and touches their face and proceeds to reach for a glass and take a drink.The person puts the glass back on the table and folds their arms on their chest.
7HWK2,T7C3,Stairs,7,7,Yes,39.46,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,6.9,15.0,8.1,4.9,17.0,12.1,book;clothes;cup;pot;sweater,"A person is sitting on the stairs, pouring coffee from a pot into a glass. Afterwards, the person puts the cup down, puts on a sweater, and picks up a book.;A person is sitting on the stairs pouring a cup of coffee they pick up their sweater and a book they put on their sweater and look at a book"
TEQU4,0KZ7,Garage,7,7,Yes,26.25,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,3.3,27.0,23.7,1.3,26.25,24.95,broom;chair;food;phone;sandwich,A person is sitting down eating a sandwich and looking at a phone while a broom is right in front of them.;A person sits down while holding a sandwich and phone. The person begins eating   the sandwich and looking at the phone.
R5K2K,KQI6,Living room,7,7,Yes,30.54,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,3.2,32.0,28.8,1.2,30.54,29.34,clothes;desk;doorway;light;sofa/couch;table,"This person walks into the living room, picks up a piece of clothing, fold it, and throws it on the desk."
II0EJ,4OHY,Stairs,7,7,Yes,29.92,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,31.0,31.0,0.0,29.92,29.92,cup;curtain;floor;glass;stairs;water;window,"A person sits on the stairs, twirling water in a glass. The person sneezes, then moves a curtain to look out the window.;A person sitting on stairs holds a glass and sneezes while putting the glass down, then looks out of a window."
RHV11,6RE8,Living room,7,7,Yes,30.25,c132,132,watching_television,Watching television,o034,television,v031,watch,3.2,30.6,27.4,1.2,30.25,29.05,chair;clothes;television,Person picking up clothes from chair while watching television and then throws each one of them back onto the chair.;A person picking clothes up out of a chair watching television at the same time.The person throws the cloths back into the chair and place their hands on their hips.
C93HZ,Z68L,Home Office / Study (A room in a house used for work),7,7,Yes,30.46,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,1.7,17.6,15.9,0.0,19.6,19.6,chair;clothes;cup;glass;water,The is holding a glass of water. The person sits down and takes a few sips of water. The person then pours the rest of the water into a pot of plant and places the cup on the desk. The person gets up and picks up some clothing from the ground and walks out.
O8DER,ZAWX,Pantry,7,7,Yes,30.67,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,0.0,18.3,18.3,0.0,20.3,20.3,box;chair;groceries;phone;shelf,"A person is sitting in a chair talking on the phone while smiling.  They stand up, walk to a shelf and put a box on it.;A person sitting in a chair answers a cell phone, has a brief conversation on the cell phone then gets up from chair, walks over to a pantry and puts a box on the shelf. The person then straightens out some items on the shelf."
W6GTP,3531,Stairs,7,7,Yes,31.46,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,32.0,32.0,0.0,31.46,31.46,camera;phone;pillow,A person with a bag walks up a stairway while checking their phone.
RBNLA,3H6W,Laundry room,7,7,Yes,36.5,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,1.8,28.5,26.7,0.0,30.5,30.5,box;door;light;phone;shelf,"A person enter a laundry room playing on a phone. they grab something off a shelf and close the door, turn out the light and leave."
N67PL,LTAC,Dining room,7,7,Yes,30.54,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,24.5,24.5,0.0,26.5,26.5,broom;chair;food;plate;something;table,"The person is sitting at a table talking and eating food. The person stands up and picks up a broom.;A person is eating at a table, then starts laughing, gets up and picks up something."
IZSPN,ZAWX,Bedroom,7,7,Yes,30.75,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,9.1,18.0,8.9,7.1,20.0,12.9,cabinet;door;phone;shoe;video,"A person walks into a room and opens a cabinet, they then watch a video on their phone while untying their shoe."
61XR6,YA10,Laundry room,7,7,Yes,33.62,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,22.2,35.0,12.8,20.2,33.62,13.42,chair;clothes;door;light;towel,A person is putting clothes from a washing machine into a dryer. A person then grabs a chair and turns on a light.
8TDNF,25TD,Closet / Walk-in closet / Spear closet,7,7,Yes,34.0,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,35.0,35.0,0.0,34.0,34.0,chair;clothes;hoodie;mirror;scarf,A person is sitting in a chair and putting different clothes on.;A person is sitting in a chair in front of a mirror while putting on a jacket.
V24A5,XXN8,Kitchen,7,7,Yes,30.38,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,21.6,31.0,9.4,19.6,30.38,10.78,dish;doorway;food,"A person is standing in a doorway eating some food. The person puts down the food, then waves goodbye and walks through the doorway."
TON6G,2Q9D,Garage,7,7,Yes,25.79,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,17.7,25.6,7.9,15.7,25.79,10.09,box;door;laptop,A person holding a laptop places it on a box and leaves the scene.;A person is holding a laptop. The person closes and sets down the laptop. The person runs up the stairs and out of the door.
EV4HN,C7O9,Kitchen,7,7,Yes,30.25,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,23.1,23.1,0.0,25.1,25.1,chair;homework;laptop;table,A person is on their laptop while sitting at the kitchen table before getting up to leave.
MO4WK,BYF9,Bedroom,7,7,Yes,21.5,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,22.0,22.0,0.0,21.5,21.5,bed;hands;laptop;table,"A person sat on the edge of a bed, used a laptop computer, then sneezed.;A person is sitting on a bed using a laptop when they sneeze into their hands."
622EX,2RTW,Living room,7,7,Yes,30.25,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,26.1,26.1,0.0,28.1,28.1,bed;food;pillow;pot;television,"This person is mixing something while standing in the living room, watching television, sets down the pot, picks up a pillow and tosses it."
5M9JX,T7C3,Stairs,7,7,Yes,27.33,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,28.0,28.0,0.0,27.33,27.33,cup;food;glass;mirror;sandwich;water,"A person isdrinking a glass of water and holding a mirror, they then begin to try to eat the mirror in their hands.;A person is standing at the base of a flight of stairs, and is drinking water from a glass, while holding a mirror and a food item in their other hand.  They are eating the food and drinking the water."
GXIWH,6RE8,Living room,7,7,Yes,34.42,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,7.5,16.1,8.6,5.5,18.1,12.6,bag;chair;coffee;cup;drink;table,"a person looks at a bag on a chair then grabs a drink off a table;A person looks at a bag on a chair, pours coffee into a cup and drinks it."
C4E9X,OUKK,Laundry room,7,7,Yes,25.25,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,13.5,21.5,8.0,11.5,23.5,12.0,cabinet;clothes;coffee;cup,A person is in the laundry room pouring a cup of coffee. They then open a cabinet.
SUYMQ,T7C3,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,36.0,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,14.6,37.0,22.4,12.6,36.0,23.4,dish;door;floor;food;hand;sandwich;shoe,A person is sitting down on the floor by an open door and holding a pair of shoes. They place the shoes on the ground and stand up and begin to eat a sandwich.
KKONU,RPBD,Recreation room / Man cave,7,7,Yes,33.21,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,6.0,34.0,28.0,4.0,33.21,29.21,bed;blanket;bowel;bowl;cup;dish;food;mug;pillow;snack;sofa;table,"A person was laying down on the sofa. They then get up and remove the blanket covering themselves, pick up a mug, and take some kind of snack from the bowel next to it.  The person sits and eats the snack while holding the mub.;Person is covered with blanket.  removes blanket, sits up, grabs cup, takes something from the bowl and starts chewing on it."
MPUJ7,9Y7F,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,30.42,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,31.0,31.0,0.0,30.42,30.42,box;floor;game;laptop;phone,A person is sitting on the floor in a doorway using a laptop. Another person is sitting on a shelf opening a box.
F86M9,D0RU,Living room,7,7,Yes,30.62,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,26.7,26.7,0.0,28.7,28.7,shelf;television,A person stands in the living room and laughs while watching a show on the television. He then leans over to tidy up the shelf.
YNRI0,AH2J,Dining room,7,7,Yes,21.54,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,0.8,16.1,15.3,0.0,18.1,18.1,chair;coffee;cup;door;table,"Person sitting at the table in a chair drinking coffee getting up from the chair and close the door.;Person in a blue, flowered dress sitting at dining room table drinking coffee when suddenly gets up and walks out."
6WZ1K,ZAWX,Bedroom,7,7,Yes,30.92,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,14.7,32.0,17.3,12.7,30.92,18.22,chair;clothes;laptop;phone;pillow;table,The person is clicking on his laptop. The person then takes a phone call. While on the call he walks around and moves a pillow out of the way.
ELBLK,4OHY,Basement (A room below the ground floor),7,7,Yes,30.04,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,31.0,31.0,0.0,30.04,30.04,food;phone;sandwich,"Person is walking back and fourth messing with a phone, then the person walks over and picks a sandwich up and starts eating it"
AMUDT,KFGP,Home Office / Study (A room in a house used for work),7,7,Yes,24.71,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,26.0,26.0,0.0,24.71,24.71,chair;clothes;phone;video,A person is sitting down while on their phone.  The person is sitting down and is constantly sneezing.
8VWV2,EXQX,Kitchen,7,7,Yes,59.17,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,23.6,23.6,0.0,25.6,25.6,dish;floor;food;sink;table,A person is doing dishes while another eats on the floor.
O630X,8IOD,Stairs,7,7,Yes,35.75,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,0.0,8.8,8.8,0.0,10.8,10.8,book;homework;paper;pencil;stairs,A person is walking down some stairs then they sit at the bottom and begin working on their homework. A minute later the begin to fall asleep.
MVL2O,UTMU,Stairs,7,7,Yes,38.29,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,20.2,32.5,12.3,18.2,34.5,16.3,clothes;dog;laptop;light;stairs,"A person is sitting on the stairs while doing something on their laptop. They close the laptop, stand up and pick up some clothes that are lying on the stairs. The person goes up the stairs turn the light off and their dog follows them."
KNIZK,D0RU,Bedroom,7,7,Yes,34.08,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,35.0,35.0,0.0,34.08,34.08,book;chair;cup,"Person lays on chair holding book. Then sits up, picks up a cup and drinks from it."
